title,Year,Certificate,genres,overview,Runtime,Rating,No.of.Ratings,id,original_language,poster
Anthuleni Katha,1976.0,U,"Drama, Family            ",    The story of an elder sister trying to run a family devoid of father and a useless brother.,0,7.7,80,78581.0,te,https://image.tmdb.org/t/p/w500//3KvArCyzbcGbTxMFki78qCsX8u6.jpg
Mithai,2019.0,Not Rated,"Crime, Drama, Romance            ",    The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.,140,4.4,79,553735.0,te,https://image.tmdb.org/t/p/w500//lBrxUlOeQq1FCk0EwYdCB2zb900.jpg
Tiger,,,"Action, Crime, Romance            ","    Tiger, an aggressive young man, can do just about anything for his best friend Vishnu. When Vishnu falls in love with Ganga, the lives of the lovers are in danger. Will Tiger be able to save them?",135,5.7,79,1259918.0,te,https://image.tmdb.org/t/p/w500//pHWcpdSFDKFnxZUF66MPfJRaA5a.jpg
Luv U Alia,2015.0,UA,"Family, Romance            ",    Can a boy in love win over his beloved's heart and change her views on love and commitment?,130,5.2,79,403843.0,te,https://image.tmdb.org/t/p/w500//oLIjBPHEaU3QrfJZ7spTbFb9K7H.jpg
Brother of Bommali,2014.0,,"Action, Drama            ","    Naresh And Karthika Are Brothers And Sisters Karthika Is A Great Fighter Too,She Fight Well And She Is Well Practised Karate In Her Small Age . After They Two Grown up, Naresh Met A Girl ...                See full summary »",160,5.8,79,307751.0,te,https://image.tmdb.org/t/p/w500//mQl6gW80AbcJDRQHjE23Lo6BdtZ.jpg
Mr. Pellikodukku,2013.0,U,"Comedy, Drama            ","    A guy falls in love with a girl, but she doesn't want to marry him.",150,5.2,79,101132.0,te,https://image.tmdb.org/t/p/w500//jt5rbNmtZ9wTYCGHAnEfeDLVIWN.jpg
Broker,2010.0,,Drama            ,,0,7.3,79,636225.0,te,https://image.tmdb.org/t/p/w500//17naIlhtWgE3Ai0k6PKpSNvxvSu.jpg
Current,2009.0,,Romance            ,    A college boy (Sushanth) falls in love with Sneha(Sneha Ullal).His trails to convince her to prove his love is the remaining part,0,5.6,79,132440.0,te,
Evadi Gola Vadide,2005.0,UA,"Comedy, Drama, Romance            ",    A lot of hilarious sequences happen when Veera Shankar runs away to Bangkok inorder to escape his marriage.,150,6.4,79,298945.0,te,https://image.tmdb.org/t/p/w500//dxXgXm4YvSgPmIgQhvhYgpjJq6m.jpg
Bangaru Bullodu,1993.0,,"Action, Drama, Romance            ","    A fearless boy in the village who questions the wrong doings of his Uncle. He plans to marriage his uncles daughter Rani from his childhood. Meanwhile his another uncle's daughter, a city ...                See full summary »",0,7.3,79,789229.0,te,https://image.tmdb.org/t/p/w500//elO1Ek6sxO62qWqLVI5nRCvPXsR.jpg
Karma,,,"Drama, Mystery, Thriller            ","    The words ""Kali-Yuga"" are heard in the language of traditional Indians. The Sanskrit definitions describe it to mean that this is Age of Iron, of machines, of evil. It is said that mankind ...                See full summary »",0,7.1,79,553928.0,te,https://image.tmdb.org/t/p/w500//dvRtAQKk3FxW4UnU54UJGEjMJzZ.jpg
Murali Krishnudu,1988.0,UA,"Comedy, Romance            ","    Murali Krishnudu is a 1988 Indian Telugu film, Directed by Kodi Ramakrishna and Produced by S Gopal Reddy. The film Stars Nagarjuna, Rajani and G.Maruthi Rao in lead roles. The music of the film was composed by K V Mahadevan.",130,8.1,79,577529.0,te,
Varasudu,1993.0,,"Action, Drama            ",,158,7.0,79,410308.0,te,https://image.tmdb.org/t/p/w500//6IZeIIxjMmS5GhWoqLl5KLiomDq.jpg
Seetha Rama Kalyanam,1961.0,U,"Drama, Musical            ",    The film depicts the life of Lord Rama from birth to his marriage with Seetha.,182,7.7,79,1262244.0,te,https://image.tmdb.org/t/p/w500//ohW4NmfvfnhwQrS1M7AdTgLF2GD.jpg
Rendu Rella Aaru,1985.0,U,Comedy            ,,0,7.4,79,707764.0,te,https://image.tmdb.org/t/p/w500//pFPOzU0H37KxxoPhDT2AdijdBf4.jpg
Sampoorna Ramayanam,1972.0,U,"Drama, Family, Fantasy            ",    This film depicts the complete life of Sri Rama.,190,7.7,79,467510.0,te,https://image.tmdb.org/t/p/w500//t0lNFXgfSEaZTERDpaW9KeJMOdw.jpg
Chuttalabbayi,2016.0,UA,Action            ,"    A loan recovery agent assists a young woman run away from home, without realizing that she is the sister of a police commissioner, who thinks that they are eloping together. What will the future hold in store for them?",135,6.1,78,101143.0,te,
Columbus,2015.0,UA,Comedy            ,"    Ashwin(Sumanth Ashwin) is a college going youth who falls in love with Indu(Mishti). As time passes by, Ashwin leaves all his career goals behind and lives life with only Indu's point of ...                See full summary »",127,6.9,78,414453.0,te,https://image.tmdb.org/t/p/w500//6tk0xmn9k5HjUeXsnhxIa94sFXP.jpg
Raagala 24 Gantallo,2019.0,UA,Thriller            ,    A happy wife is accused of her husband's suspicious death.,134,5.7,78,666904.0,te,https://image.tmdb.org/t/p/w500//hjcynxjTbzjEuopohKWfJPQq0n5.jpg
Andala Ramudu,2006.0,,Comedy            ,,0,5.6,78,80878.0,te,https://image.tmdb.org/t/p/w500//9qR2st3jcZudVtKN3USkNJfw2U5.jpg
Brahma Puthrudu,1988.0,,Drama            ,"    Sridevi's mother is devastated after her husband deserts her. In search for her father, Sridevi finds help from Shakthi.",144,7.9,78,279505.0,te,https://image.tmdb.org/t/p/w500//sp4dCg4y67Mn4IsPRMFMaDKJQlM.jpg
Alibaba Aradajanu Dongalu,1994.0,U,Comedy            ,,0,7.1,78,127927.0,te,
Thipparaa Meesam,2019.0,UA,Romance            ,"    An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",152,6.4,77,646330.0,te,https://image.tmdb.org/t/p/w500//kAKVANKrQcTx4zF47qD7811rKf.jpg
Sitaara,1983.0,U,"Drama, Romance            ","    Sitaara becomes a film star with the help of Devdas who likes her. She had loved Raju who is believed dead. When her past about her brother gets exposed, she is dejected. Devdas learns that Raju is alive and strives to get them reunited.",144,7.6,77,82774.0,te,https://image.tmdb.org/t/p/w500//wtpTKbw7xHaQCgRBSUMG5TpR3U1.jpg
Chettaniki Kallu Levu,1981.0,A,"Action, Drama, Crime            ","    As a young boy, Chiranjeevi sees the murder of his father and sister, but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ...                See full summary »",141,7.8,77,101151.0,te,
Manasuku Nachindhi,2018.0,,Romance            ,"    Nithya (Amyra Dastur) and Suraj (Sundeep Kishen) are best friends who live together in Goa. While Nithya loves nature and finds solace in it, Suraj is an aimless youth, who likes to party. ...                See full summary »",148,6.1,76,101152.0,te,
Om 3D,2013.0,UA,"Action, Thriller            ","    Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth.",107,5.5,76,410275.0,te,https://image.tmdb.org/t/p/w500//mWtntWMfw1zj4n2xT7HbnpYQNh8.jpg
Action,2013.0,,Comedy            ,"    Bava (Allari Naresh), Ajay (Kick Shyam), Shiva (Vaibhav) and Purush (Raju Sundaram) are thick friends. They grow up together and share everything in life. While Bava is an easy going person...                See full summary »",146,5.0,76,137599.0,te,https://image.tmdb.org/t/p/w500//9VhkxeP1uX39skDb1l4KEn8EsKS.jpg
Dongala Bandi,2008.0,,Comedy            ,,0,6.0,76,307892.0,te,
Sultan,1999.0,U,Family            ,,143,5.7,76,452606.0,te,https://image.tmdb.org/t/p/w500//zvfp8k0x2BC2M2qOcZxmFiEk4Sn.jpg
Love Today,2004.0,,"Drama, Romance            ",,0,7.8,76,307962.0,te,
Samanyudu,2006.0,UA,Action            ,    Chandra is the editor of the newspaper 'Addam'. He has a gang of friends who help him with the operations. Chandra is a victim of home minister Raju who murdered his father. Chandra wants ...                See full summary »,0,7.2,76,828827.0,te,https://image.tmdb.org/t/p/w500//lokTyhRjuQpfBHjZv4KLGvuc0NK.jpg
Sathruvu,1990.0,,"Action, Drama            ","    Shatruvu / Satruvu is the story of Ashok (Venkatesh), a junior lawyer who works for advocate Durga Prasad (Vijay Kumar), a fighter of justice. Durga Prasad gathers evidence against ...                See full summary »",138,7.5,76,279492.0,te,https://image.tmdb.org/t/p/w500//vrhkiNTn9wSi8WPEHOanX04hWh7.jpg
Gandeevam,1994.0,U,Drama            ,"    The story opens with Chakravarthy (Akkineni Nageswara Rao), a millionaire who has everything in his life. He is a successful businessman and has achieved everything in his life, but he ...                See full summary »",0,6.5,76,280267.0,te,https://image.tmdb.org/t/p/w500//cMIoY95efrY5XJbFqoi7OAn7YqB.jpg
Punnami Naagu,1980.0,U,"Drama, Horror            ","    Naagulu is forced to consume poison since childhood by his father making him immune to the snake bite. On every full moon day , Naagulu searches for a woman and kills her . One day, he ...                See full summary »",130,7.4,76,279359.0,te,https://image.tmdb.org/t/p/w500//l03Up7KI93iY3lFVc9U7qe6tpRE.jpg
Jyothi Lakshmi,2015.0,,Drama            ,    Jyothi Lakshmi revolves around the life of a small time heroine struggling in the film industry and the perspectives of various people who have a low opinion about girls working in the film industry.,135,5.8,75,371683.0,te,https://image.tmdb.org/t/p/w500//lI9NtHRkD8CCqgnZBPQ28Fiqe0u.jpg
Avakai Biryani,2008.0,U,"Family, Romance            ","    Lakshmi, a Brahmin girl who dreams to be an entrepreneur, and, Akbar, a Muslim auto driver who hopes to become a commerce graduate , fall in love. Challenges they overcome that stand in their way to become ONE.",0,6.9,75,115075.0,te,https://image.tmdb.org/t/p/w500//3rOa4z880JuvE65YL6dkfh9MXgt.jpg
Lorry Driver,1990.0,,"Action, Crime            ","    When a lorry driver helps the cops catch the man responsible for the murder of a bank manager, he unearths a counterfeit money scam. Unfortunately, this does not go down well with the mastermind behind the scheme.",135,7.3,75,280365.0,te,https://image.tmdb.org/t/p/w500//ixq6d1MkTMxIAph09wSgTwful10.jpg
Padaharella Vayasu,1978.0,U,Drama            ,    Angara satyam is the producer of this movie,140,7.7,75,87627.0,te,https://image.tmdb.org/t/p/w500//1TNwxGHucyBgyks4ojBuAMcpN8p.jpg
Prananiki Pranam,1990.0,,"Action, Drama, Family            ",,130,8.2,74,101166.0,te,https://image.tmdb.org/t/p/w500//iMmfw4NQ9mZ5LA4sXFU0djFtv4A.jpg
Akasa Veedhilo,2001.0,,"Drama, Family            ",,0,4.9,74,757875.0,te,https://image.tmdb.org/t/p/w500//bl92HvJv75OVlhkJrLVmWw3xQVm.jpg
Totti Gang,2002.0,,Comedy            ,"    Best buddies since childhood. They form a band that does multi purpose jobs like acting as band of boys for marriages, professional catchers of dogs, and cremation service guys.",0,6.7,74,228341.0,te,https://image.tmdb.org/t/p/w500//o7NijrFatqj8zCscE8pLLSE7z1y.jpg
Allari,2002.0,,"Comedy, Romance            ",    A coming of age story of triangular romance between a boy and two girls that explores the twin emotions of true love and teenage infatuation in a boy who perpetually finds himself in complicated situations both at home and outside.,0,6.7,73,115056.0,te,https://image.tmdb.org/t/p/w500//sl0bP4h7W5fkBvhCORfCm2FqJHA.jpg
Savitri,2016.0,,"Comedy, Drama, Family            ","    Savitri is a girl who is fascinated with wedding ceremonies. When she gets engaged, she travels to Shirdi and in the train she meets a doctor Rishi, who falls in love with her. Meanwhile, ...                See full summary »",128,5.9,72,674662.0,te,https://image.tmdb.org/t/p/w500//hbHJS5jndb487sdMtfMqXYahrDP.jpg
Peddinti Alludu,1991.0,,"Comedy, Romance            ",,0,8.5,72,707781.0,te,
143,2004.0,,"Action, Romance, Thriller            ","    A man elopes with his childhood sweetheart, but soon fate separates them. The woman finds herself with a Communist guerrilla group and the man lands up at the house of a journalist, both thinking that the other is no more.",143,5.2,72,463477.0,te,https://image.tmdb.org/t/p/w500//yodTGhbOPG0paxyJVLe8OOXPlQo.jpg
Superman,1980.0,Unrated,"Fantasy, Musical, Sci-Fi            ",    An alien orphan is sent to earth where he becomes a superhero.,135,4.9,72,1061474.0,te,https://image.tmdb.org/t/p/w500//wPLysNDLffQLOVebZQCbXJEv6E6.jpg
Abhinandana,1988.0,,"Drama, Romance            ",    She loves someone but marries someone else. All three lives struggle until a solution is found.,130,7.5,72,78751.0,te,https://image.tmdb.org/t/p/w500//vWzSec8VkQkYsW36vmFrou6DXRP.jpg
Justice Chowdhary,1982.0,U,"Action, Drama            ",    A sincere lawyer R. K. Chowdhary faces a lot of problems from a gangster Papa Rao after winning a case against him.,141,6.9,72,86141.0,te,https://image.tmdb.org/t/p/w500//qakwvoQAQ2FASueugxH7NOzMbPL.jpg
Gharana Bullodu,1995.0,U,"Comedy, Romance            ",,146,6.4,72,261568.0,te,
Intlo Ramayya Veedilo Krishnayya,1982.0,U,"Comedy, Drama, Romance            ",,125,7.6,72,279350.0,te,https://image.tmdb.org/t/p/w500//wiP40Qz928KGN1tHsmJKAiQz8C7.jpg
Anna Thamudu,1990.0,,"Action, Drama            ",,126,7.5,72,101178.0,te,
Krishnamma Kalipindi Iddarini,2015.0,,"Drama, Romance            ",    This film is the remake of the hit Kannada film - Charminar. This is the journey of love of a young boy. The film shows how love can inspire and aspire to be the best and give the best to ...                See full summary »,0,7.3,71,621354.0,te,https://image.tmdb.org/t/p/w500//mjoEljDNpBkJv6o5lYeI4abeurb.jpg
Nandhi,2002.0,UA,"Action, Drama            ","    A murderer, wants an honest peaceful life, go to law college to complete his graduation.",125,7.2,71,337679.0,te,
Sons of Ram,2012.0,U,"Animation, Drama, Musical            ","    Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summary »",85,6.5,71,168121.0,te,https://image.tmdb.org/t/p/w500//xIzXFzs9rBVOt9X1IBhty210xYY.jpg
Kondapalli Raja,1993.0,U,"Action, Drama            ",,0,6.9,71,279486.0,te,
Bava Nachadu,2001.0,,"Comedy, Drama, Romance            ",    A happy marriage lands in trouble after the wife's sister develops an infatuation with her brother-in-law.,0,3.9,71,40908.0,te,https://image.tmdb.org/t/p/w500//iOlpCvWgHUlwLL42VgarCz98A41.jpg
Seema Simham,2002.0,,"Action, Drama            ",,0,5.0,71,280330.0,te,https://image.tmdb.org/t/p/w500//arlpYVrsYpHZD5bCph8RD4T5rhr.jpg
Sandade Sandadi,2002.0,,"Comedy, Drama            ",,0,6.1,71,308249.0,te,
Donga Ramudu,1988.0,U,Action            ,,135,7.5,71,308015.0,te,https://image.tmdb.org/t/p/w500//9uD5QxSAXuhpvgAJo1DSWHpukQ4.jpg
Vetagadu,1979.0,U,"Action, Drama            ",    Raja and Roja love each other. But Roja's father disagrees their relationship as he misunderstands that Raja's father cheated him. So Raja need to prove his father's innocence.,161,6.9,71,304374.0,te,https://image.tmdb.org/t/p/w500//pgP1yYRo5Jj7W1cK3YUZ27aF7gz.jpg
Sher,2015.0,UA,Action            ,    A working-class hero with the heart of a tiger rubs a gangster the wrong way; the two struggle for dominance for the duration of the movie.,109,4.8,70,1456692.0,te,
Kaamannana Makkalu,2008.0,UA,"Action, Comedy, Drama            ","    Three thieves Kaamanna and his adopted sons Krishna and Rama, decide to mend their ways.",0,6.8,70,101189.0,te,https://image.tmdb.org/t/p/w500//gcJzqD91cghitBSswBSuONVG6NH.jpg
Vinayakudu,2008.0,U,"Comedy, Romance            ","    Karthik and Kalpana do not get along very well initially but eventually they become friends. When Kalpana breaks off with Rajeev, she gets close to Karthik. But a small misunderstanding ruins all.",133,7.1,70,81997.0,te,https://image.tmdb.org/t/p/w500//9dVuoXEzfoKmyoCvnTM6aktvCVU.jpg
Dongaata,1996.0,,Drama            ,    A thief finds an innocent lady in the train who travels from her home town to city to meet her loved one. In the mean while the thief gets closer to the lady to rob her necklace. Later she ...                See full summary »,0,6.9,70,473894.0,te,https://image.tmdb.org/t/p/w500//8e1P4EFOdybmiXoDQFBlmboKINE.jpg
90 ML,,A,"Action, Drama, Romance            ",    Devadas(Kartikeya) an MBA gold medalist falls in love with Suvasana (Neha Solanki) a physiotherapist. How Devadas faced heroine and her family (Who're anti alcoholic) after they get to know...                See full summary »,159,4.9,70,505929.0,te,https://image.tmdb.org/t/p/w500//xNsMXr4cYj1DRS67XcYtvOb1WNH.jpg
Kathanam,2019.0,UA,"Mystery, Thriller            ",    Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.,117,3.9,70,621068.0,te,https://image.tmdb.org/t/p/w500//60dNdT7a4DnGLw29wTbpavhVhtv.jpg
Ramudu Bheemudu,1964.0,U,"Comedy, Drama            ",    The story of two look alikes Ramudu and Bheemudu.,167,7.5,70,407984.0,te,
Patel S.I.R,2017.0,,Action            ,"    Subhash Patel(Jagapati Babu) is a retired military officer who leads a happy and pleasant life with his family. Because of some unexpected events in his life, he targets DR's (Kabir Singh) ...                See full summary »",130,5.4,69,467242.0,te,https://image.tmdb.org/t/p/w500//jt0dE58mIyPJqoaDSP4zia4f6XQ.jpg
Nagarahaavu,2016.0,UA,Fantasy            ,    A woman is reborn as a snake to avenge her own murder.,142,5.5,69,101196.0,te,
Selfie Raja,2016.0,,Comedy            ,"    Selfie Raja is a comedy entertainer about a guy, who runs into a host of problems because of his addiction to selfies.",128,5.6,69,430121.0,te,https://image.tmdb.org/t/p/w500//9eYewK6xEkuNvqUnA7lyUi9uyk.jpg
Wish You Happy Breakup,2016.0,UA,"Comedy, Drama, Romance            ","    The story unfolds with 'Someone' about to commit suicide after the girl he loves ditches him. As he prepares to kill himself, he receives a call from his friend who suggests watching a ...                See full summary »",107,7.4,69,427946.0,te,https://image.tmdb.org/t/p/w500//knnOYme6pOSV7kasNelvsVQyW6u.jpg
Lovers,2014.0,,Romance            ,"    All efforts to get a partner in life by Siddhu (Sumanth Ashwin) are thwarted by Chitra (Nanditha), who he has never seen. Siddhu falls in love with a girl, who he does not realize is the ...                See full summary »",130,6.6,69,1375599.0,te,https://image.tmdb.org/t/p/w500//uq30kxrU10YDsf2cyqBr6YV6pc3.jpg
Ramudochhadu,1996.0,U,"Action, Comedy, Drama            ",    A rivalry between two influential families creates a rift between the villagers.,125,6.2,69,101200.0,te,
Radha Gopalam,2005.0,,Drama            ,    The clash between husband and wife when they are standing against each other on the same case and how did they survive the ego tiff ?,153,6.3,69,307944.0,te,https://image.tmdb.org/t/p/w500//3MsinFl4ghfUIMl3V91Oik6HNHf.jpg
Donga Mogudu,1987.0,U,"Action, Comedy            ","    It is a remake of an English movie, Trading Places(1983) directed by John Landis with the lead roles of Eddie Murphy, Dan Aykroyd and Ralph Bellamy.",168,7.3,69,279291.0,te,https://image.tmdb.org/t/p/w500//k0GSxCnNgZ5TGa5HMdxIwcKpqDw.jpg
Rangula Raatnam,2018.0,U,Romance            ,"    Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, ...                See full summary »",137,6.2,68,101203.0,te,
Adda,2013.0,,Drama            ,    This story is about a marriage commission agent who fixes and makes arrangements for rejection of marriage according to client. This boy starts loving her client who came to make arrangements for her sister's marriage rejection.,0,6.0,68,410305.0,te,https://image.tmdb.org/t/p/w500//AkNW37ELWsy9ibRFjYtgR1D6IM.jpg
Kalidasu,,,"Action, Drama, Romance            ",,0,3.7,68,395735.0,te,
Ela Cheppanu,2003.0,,Romance            ,,0,6.1,68,117086.0,te,https://image.tmdb.org/t/p/w500//6xooDbj8102HUBIyBCx01DnfIQz.jpg
Vishwanatha Nayakudu,1987.0,U,"Action, Drama, History            ",    The story is based on Indian historical events during the 16th century. It narrates the victory of Viswanatha Nayak on his father to express his devotion towards Srikrishnadevaraya. ...                See full summary »,154,7.7,68,1328969.0,te,
Sri Madvirat Veera Brahmendra Swamy Charitra,1984.0,U,"Drama, History, Musical            ",    The story of this film is based on the life of a well known saint and astrologer Pothuluru Veerabrahmendra Swamy.,173,7.7,68,101208.0,te,
Brahma,2014.0,UA,"Action, Comedy, Drama            ","    Bramha (Upendra) a notorious gangster who is a nightmare for politicians and the police. The Police appoint ACP Shinde to nab Bramha, but Brahma escapes to Malaysia on a secret mission ...                See full summary »",0,5.4,67,333937.0,te,https://image.tmdb.org/t/p/w500//7HpVI8M8ATk0KLPgyVrgv71dsHU.jpg
Madatha Kaaja,2011.0,UA,Comedy            ,    A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.,141,5.4,67,85952.0,te,
Dollar Dreams,2000.0,U,Drama            ,    Youngsters decide whether to make careers and settle down in the United States or in their homeland (India).,100,7.9,67,117066.0,te,
Betting Bangarraju,2010.0,U,Comedy            ,,0,6.3,67,77799.0,te,https://image.tmdb.org/t/p/w500//uz0evGuLasIRQbDOza3S0P4H0fS.jpg
Athili Sathibabu LKG,2007.0,UA,Comedy            ,,149,5.3,67,200029.0,te,https://image.tmdb.org/t/p/w500//2sOXv6fRwMmnfD8au8ukl4Ww4gZ.jpg
Vinara sodara veera kumara,2019.0,UA,"Drama, Romance            ",    Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summary »,0,7.6,67,592746.0,te,https://image.tmdb.org/t/p/w500//pnDYLlUVaJIIAwclqPDUoBiYILt.jpg
Tenali Ramakrishna,,U,"Comedy, Drama            ","    This film is based on a famous Telugu poet "" Tenali Ramakrishna """,204,7.9,67,622478.0,te,https://image.tmdb.org/t/p/w500//jaVmC7Hb0cv8sNNTb8hKfbQ0JsV.jpg
Maharshi,1988.0,U,Romance            ,"    After a college student becomes obsessed with a co-ed, she and her husband attempt to heal him, with dangerous consequences.",132,7.9,67,541487.0,te,https://image.tmdb.org/t/p/w500//maoChdAwkJLvOy4yyGgYgcCJePi.jpg
Idi Kathakaadu,1979.0,U,"Drama, Family            ",,0,8.1,67,429534.0,te,https://image.tmdb.org/t/p/w500//qH2BKjzBZfQkLAKozmFs6DRfbUw.jpg
Agni Nakshatram,1989.0,,Drama            ,,0,8.5,67,306344.0,te,
Bandipotu,2015.0,,"Comedy, Crime, Drama            ",    A woman with the help of a con man avenges her father's backstabbers.,140,6.2,66,465571.0,te,https://image.tmdb.org/t/p/w500//A4wLKzE2ftF5lCy8hdnZX3BMdWn.jpg
Onamalu,2012.0,U,Drama            ,    A Feel Good Heart Touching Movie..Must Watch..!!!!,0,8.0,66,308233.0,te,
Vaana,2008.0,U,Romance            ,    The story of a young man who sacrifices his love for the happiness of everyone around him.,0,6.5,66,926867.0,te,https://image.tmdb.org/t/p/w500//gSJodOp12s5qFU3pO9Cz1sjQSYZ.jpg
Jodi,2019.0,,Romance            ,    Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?,130,6.2,66,1386709.0,te,https://image.tmdb.org/t/p/w500//yvUKR32tK6EqBJenxxOaraDpHJQ.jpg
Madhumasam,2007.0,U,Romance            ,"    A relationship between two opposites, an overly practical Sanjay and a hopelessly romantic Hamsa",139,6.6,66,137271.0,te,https://image.tmdb.org/t/p/w500//7fxtSIJoobnmWxhkfwRHeGc9NZ0.jpg
Bhakta Prahlada,1932.0,U,"Drama, Fantasy            ",    Bhakta Prahlada is the first full length Telugu talkie film based on the story of Narasimha and Prahlada in Hindu mythology.,108,7.1,66,1073501.0,te,https://image.tmdb.org/t/p/w500//81c01wkExiG3VOxfzOdPHrqCk1P.jpg
Team 5,2017.0,U,"Adventure, Sport            ",    Akhil who is the back bone of his gang participates in racing tournaments all around the city along with his gang mates. Akhil's life takes a dramatic turn when he falls in love with an event manager Irene.,101,4.4,65,466180.0,te,https://image.tmdb.org/t/p/w500//mFDgCrxEaVcDY0wYxC6KGpfpE3H.jpg
Sandhippoma,1998.0,,"Drama, Romance            ","    Two friends, who've known each other for a while, fall in love. But, their relationship is thrown in turmoil when the boy's father is in the news for a secret relationship.",136,8.2,65,77018.0,te,https://image.tmdb.org/t/p/w500//zR6UH2gHQHWjfV1UV6gpUv98n70.jpg
Ice Cream 2,2014.0,A,"Horror, Thriller            ",    Fate of a short film crew vs burglar crew who just robbed a bank.,87,3.6,65,412844.0,te,https://image.tmdb.org/t/p/w500//tc6NyZpdtWjX6Drm1U5KN6NjJz8.jpg
Okkadine,2013.0,,"Action, Romance            ",    Shailaja comes in contact with a happy family when she visits her friend's village. Things take turn when she learns that they all died two years back.,133,5.6,65,307779.0,te,https://image.tmdb.org/t/p/w500//vJwiwwqiKeJ1L6LJDmm1xd7zsZR.jpg
Kiccha Huccha,2010.0,UA,"Drama, Romance            ",,139,6.0,65,300289.0,te,https://image.tmdb.org/t/p/w500//caCdGYB9RKHvGzbAzH7aM8tiHug.jpg
Visakha Express,2008.0,A,"Action, Crime, Drama            ",    A mentally imbalanced doctor goes on the run from the police after being accused of killing his alcoholic father.,99,5.0,65,281937.0,te,https://image.tmdb.org/t/p/w500//uIqWUFyJyguUlpSoXv4JuUkZ0HK.jpg
Aaviri,2019.0,UA,"Drama, Thriller            ","    After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",0,4.5,65,659381.0,te,https://image.tmdb.org/t/p/w500//fzDgSGbFxMrFXvH5SdorTehfe2v.jpg
Brindavanam,1992.0,U,"Comedy, Drama            ",    Panakalu (Satyanarayana) betrays Ravi's (Rajendra Prasad) grandparents and fraudulently occupies their house named Brindavanam. Ravi promises his grandmother that he will take back the ...                See full summary »,153,7.4,65,413042.0,te,https://image.tmdb.org/t/p/w500//rHeHwMz1YeNHPvRUNsuRnnVKVFd.jpg
Rudranetra,1989.0,U,"Action, Crime, Thriller            ",    Agent Nethra is summoned to stop a maniac out to poison India.,126,6.7,65,279126.0,te,https://image.tmdb.org/t/p/w500//9om7P8GK9UGkFMjqG9HiG5XJqzS.jpg
Kaali,1980.0,A,"Action, Drama            ",,0,6.3,65,996348.0,te,https://image.tmdb.org/t/p/w500//fhu0PRTMX2cyAZtGOhToOh48vnb.jpg
Bobbili Puli,1982.0,A,"Action, Drama            ",    The story of a war-hero who returns to his place only to find the society in a mess and tries to repair it in his own way and ends up getting hanged.,169,7.0,65,85954.0,te,
Manavoori Pandavulu,1978.0,U,Drama            ,    5 youngsters come together with help of Krishnamraju to oppose their village sarpanch's cruel deeds. A movie made on the lines of Mahabharatham without all the noise and shouting of a ...                See full summary »,152,8.2,65,714721.0,te,https://image.tmdb.org/t/p/w500//uwet3y0pzFdB5sWayXfZMZClpC7.jpg
Next Nuvve,2017.0,A,Horror            ,    A hotel business owner (Aadi Sai Kumar) is blackmailed by his partner (Jayaprakash Reddy) to repay his debt in order to save lives of hotel customers.,142,5.8,64,484922.0,te,https://image.tmdb.org/t/p/w500//rFxRdy4L7HLCj6ls9uWFNUyP6Tp.jpg
Joru,2014.0,,Comedy            ,"    Friends on a road trip pick up a damsel in distress, only to find themselves pursued by goons who are apparently after said damsel.",140,5.6,64,1094508.0,te,https://image.tmdb.org/t/p/w500//vqwZooNce2SDo6YdLZbgGL8jhTq.jpg
Ko antey koti,2012.0,,"Comedy, Crime, Romance            ",,0,6.2,64,414231.0,te,
Kalyan Ram Kathi,2010.0,UA,"Action, Drama            ","    A football player, who's also a protective brother, unleashes his rage when his sister goes missing and is found married to a person harassing her.",129,6.0,64,81986.0,te,https://image.tmdb.org/t/p/w500//yiadoOQuJAhDxELkL7CNTEz1cOF.jpg
Priyamyna Neeku...,2001.0,,"Drama, Romance            ","    Evocative and eloquent, this touching romantic tale traces the twists and turns in the life of a quiet, introverted young woman, who falls in love with her friend's brother. When her own ...                See full summary »",0,6.8,64,101241.0,te,
Vamsodharakudu,2000.0,,Drama            ,,0,6.4,64,521440.0,te,https://image.tmdb.org/t/p/w500//e4giLr59hJ5VYaWsae41Ms4AU5m.jpg
